datetime,BTCUSDT
2025-01-01,328013.37588342157
2025-01-02,336208.2902735203
2025-01-03,340306.3620082229
2025-01-04,340466.8856128389
2025-01-05,340962.5942904868
2025-01-06,354126.83106927184
2025-01-07,335344.9982318285
2025-01-08,328729.23072627035
2025-01-09,319939.4236086194
2025-01-10,327366.4116233364
2025-01-11,326930.2598413987
2025-01-12,326740.37086806365
2025-01-13,326709.40433786926
2025-01-14,333632.93561388884
2025-01-15,346964.1990390278
2025-01-16,345198.7823697276
2025-01-17,359038.6451668058
2025-01-18,360686.41391017876
2025-01-19,349387.19006546435
2025-01-20,352573.83748430427
2025-01-21,365716.4783989671
2025-01-22,357221.385616037
2025-01-23,357922.2807755293
2025-01-24,361214.3939784187
2025-01-25,360788.2444731805
2025-01-26,353387.16386344994
2025-01-27,351532.4809697749
2025-01-28,348949.57809769973
2025-01-29,357109.97769224056
2025-01-30,360500.9484041975
2025-01-31,352518.42880677775
2025-02-01,346289.8602956106
2025-02-02,336040.03685923404
2025-02-03,348292.16201379796
2025-02-04,335816.19762277754
2025-02-05,331840.0988485631
2025-02-06,331640.54824755486
2025-02-07,331477.1854126392
2025-02-08,331263.9559682298
2025-02-09,331325.8101125589
2025-02-10,334634.3184062717
2025-02-11,328909.5664788811
2025-02-12,336015.612796413
2025-02-13,331655.15076197154
2025-02-14,334704.48718061723
2025-02-15,334941.88750640664
2025-02-16,329921.53310334444
2025-02-17,328758.9038476306
2025-02-18,328387.0979531106
2025-02-19,331708.7319681159
2025-02-20,337360.0330768267
2025-02-21,329994.49583030696
2025-02-22,331258.1924876937
2025-02-23,330251.37192779226
2025-02-24,313700.7062756342
2025-02-25,303700.60738981795
2025-02-26,288136.1766504641
2025-02-27,289699.96594760654
2025-02-28,288470.82763921586
2025-03-01,294275.80285144015
2025-03-02,321074.21767144284
2025-03-03,292417.1361232948
2025-03-04,295994.79622937285
2025-03-05,307058.0515062782
2025-03-06,304764.96029731544
2025-03-07,293968.4106663277
2025-03-08,291999.9399365183
2025-03-09,272796.21301944647
2025-03-10,265472.9013734957
2025-03-11,279732.4878499848
2025-03-12,282241.2692359743
2025-03-13,273456.81524121604
2025-03-14,282956.50320447376
2025-03-15,284150.8548925676
2025-03-16,278144.9082701157
2025-03-17,282938.71268138353
2025-03-18,278543.29663916584
2025-03-19,292117.9419713947
2025-03-20,283160.7088687658
2025-03-21,282707.81901208876
2025-03-22,281872.1328233742
2025-03-23,289310.4229882994
2025-03-24,294029.54635633074
2025-03-25,293675.5159103316
2025-03-26,292045.57271870715
2025-03-27,293128.4194148512
2025-03-28,283538.68557631207
2025-03-29,277510.91874307004
2025-03-30,276641.41867252416
2025-03-31,277178.19778862514
2025-04-01,285800.6725795552
2025-04-02,276793.20175160293
2025-04-03,279120.7388420907
2025-04-04,281381.67265813326
2025-04-05,280198.9217257977
2025-04-06,262519.77321836073
2025-04-07,264962.662107991
2025-04-08,255279.51830995627
2025-04-09,275504.597164606
2025-04-10,265286.64743729477
2025-04-11,277709.576157658
2025-04-12,283810.7136575228
2025-04-13,278716.866949338
2025-04-14,281470.3576772729
2025-04-15,278299.550019214
2025-04-16,279582.1831786517
2025-04-17,282618.4023481087
2025-04-18,281039.6161866668
2025-04-19,283036.3699048406
2025-04-20,283376.2671077067
2025-04-21,291046.27642515616
2025-04-22,310117.7402400833
2025-04-23,310940.0079890864
2025-04-24,311898.94929086266
2025-04-25,314075.7785337473
2025-04-26,314040.3329992423
2025-04-27,311110.5825249588
2025-04-28,315270.24635160685
2025-04-29,312757.1060173647
2025-04-30,312475.53486997675
2025-05-01,320073.54805261496
2025-05-02,321388.5230646467
2025-05-03,317951.16063083324
2025-05-04,312670.7507674517
2025-05-05,314179.622452119
2025-05-06,321069.20218104456
2025-05-07,321720.00407551863
2025-05-08,341743.92537545133
2025-05-09,340784.1154503449
2025-05-10,346811.80038908083
2025-05-11,344515.96469765436
2025-05-12,340097.9065470022
2025-05-13,344412.65937346127
2025-05-14,342435.5431945757
2025-05-15,343281.0609139302
2025-05-16,342287.76502367196
2025-05-17,341170.2245427818
2025-05-18,352004.96005655546
2025-05-19,349081.29724554304
2025-05-20,353275.9356340217
2025-05-21,362394.9676700444
2025-05-22,369115.26080301136
2025-05-23,354356.7074140754
2025-05-24,355818.4541910838
2025-05-25,359896.8685618967
2025-05-26,361315.7709238849
2025-05-27,359672.3719655122
2025-05-28,355834.0037710502
2025-05-29,348522.566733795
2025-05-30,343186.67642356025
2025-05-31,345182.185302665
2025-06-01,348633.6285585047
2025-06-02,349342.6294838756
2025-06-03,347751.32950868236
2025-06-04,345499.9091134501
2025-06-05,334815.38837233675
2025-06-06,343860.831103682
2025-06-07,348002.5047827149
2025-06-08,348601.54330105736
2025-06-09,363222.6228177439
2025-06-10,363260.07534087903
2025-06-11,357852.9769012957
2025-06-12,347922.7755165764
2025-06-13,349220.42391952453
2025-06-14,347067.277972579
2025-06-15,347657.33409250365
2025-06-16,351587.6217422529
2025-06-17,344123.3844129675
2025-06-18,345226.25376300944
2025-06-19,344474.3668567415
2025-06-20,339966.7094265884
2025-06-21,336067.5538089762
2025-06-22,332241.1020079368
2025-06-23,346319.10750649654
2025-06-24,346366.0215344843
