datetime,0
2022-08-26,93629.04188326052
2022-08-27,93042.8787916373
2022-08-28,90684.8535021018
2022-08-29,94194.32566676529
2022-08-30,91621.1589770482
2022-08-31,92180.74313114419
2022-09-01,93070.23072573483
2022-09-02,92242.74662612297
2022-09-03,92392.8183181122
2022-09-04,94846.8982319169
2022-09-05,94280.47064210594
2022-09-06,87593.97147251976
2022-09-07,91076.47292984102
2022-09-08,91398.79489724779
2022-09-09,95695.24672187291
2022-09-10,97384.77838159968
2022-09-11,96536.99288740642
2022-09-12,96458.16334443908
2022-09-13,90135.54622834579
2022-09-14,91460.12626905192
2022-09-15,88043.31939818132
2022-09-16,89594.85314645032
2022-09-17,91488.02684091326
2022-09-18,85089.08507781851
2022-09-19,86211.10831792888
2022-09-20,86042.09295707749
2022-09-21,83613.0008341623
2022-09-22,89992.52031486054
2022-09-23,92043.8755446378
2022-09-24,90159.91525491621
2022-09-25,90959.24889089534
2022-09-26,89490.68939917587
2022-09-27,87595.91479232386
2022-09-28,87388.07973027912
2022-09-29,91175.15502480851
2022-09-30,89547.44676174279
2022-10-01,88202.00831855218
2022-10-02,85276.44519053455
2022-10-03,87108.67388458455
2022-10-04,92031.61514712764
2022-10-05,92219.91003947656
2022-10-06,91003.77390185409
2022-10-07,91502.40465581443
2022-10-08,90921.68244356944
2022-10-09,92857.39629973604
2022-10-10,88690.75805442434
2022-10-11,87718.28861281017
2022-10-12,87960.51324032045
2022-10-13,86427.08111367085
2022-10-14,86907.46961223126
2022-10-15,85799.08283153712
2022-10-16,86586.45789920424
2022-10-17,87361.49591988335
2022-10-18,86224.98067353101
2022-10-19,84182.9745672568
2022-10-20,84080.2949919027
2022-10-21,85431.86924422732
2022-10-22,86182.77981513426
2022-10-23,88121.42586754658
2022-10-24,86112.67773842794
2022-10-25,90251.25747153764
2022-10-26,94202.93888080533
2022-10-27,92424.084627265
2022-10-28,95239.14429134314
2022-10-29,99305.25439527705
2022-10-30,97592.07676922435
2022-10-31,98594.38973701035
2022-11-01,100606.92099919295
2022-11-02,100870.92323148166
2022-11-03,101348.77824209692
2022-11-04,108649.86538976448
2022-11-05,108780.671887101
2022-11-06,104081.75602289502
2022-11-07,103728.92679901254
2022-11-08,93386.04836532567
2022-11-09,75941.54508606295
2022-11-10,87034.88890542534
2022-11-11,83673.83415637803
2022-11-12,82136.29598168371
2022-11-13,79281.15259439134
2022-11-14,79463.57642536414
2022-11-15,80255.74748159126
2022-11-16,79105.7576929576
2022-11-17,81431.663684269
2022-11-18,82111.17670377708
2022-11-19,82663.68574852511
2022-11-20,77699.72686319503
2022-11-21,76721.75408016298
2022-11-22,82230.90334257188
2022-11-23,87108.33918105971
2022-11-24,87646.28070616644
2022-11-25,89556.43929279591
2022-11-26,91417.80485818587
2022-11-27,92779.06191550792
2022-11-28,90845.99700945745
2022-11-29,93714.3628594438
2022-11-30,97130.46896307118
2022-12-01,94335.746025079
2022-12-02,94475.50654859822
2022-12-03,92417.89009255706
2022-12-04,93547.4922306948
2022-12-05,93569.51557389433
2022-12-06,93603.03556001764
2022-12-07,90805.3674492767
2022-12-08,92762.37094044541
2022-12-09,91029.071003399
2022-12-10,91311.82241084594
2022-12-11,90004.70721457936
2022-12-12,89755.32137435106
2022-12-13,91007.73272790282
2022-12-14,88562.90302910871
2022-12-15,85749.86434906161
2022-12-16,77969.16300654365
2022-12-17,78737.2658103478
2022-12-18,79456.61065436648
2022-12-19,76634.63076927634
2022-12-20,79540.23329041517
2022-12-21,78476.45766970387
2022-12-22,78781.92026246547
2022-12-23,78933.07458742366
2022-12-24,78463.10009684475
2022-12-25,79362.22764346506
2022-12-26,81598.71262743026
2022-12-27,80212.59242516627
2022-12-28,77444.85754792544
2022-12-29,76742.33228661507
2022-12-30,76994.36772005855
2022-12-31,77900.2562690027
2023-01-01,78087.55592850232
2023-01-02,79588.1287631505
2023-01-03,79751.61343491125
2023-01-04,82041.75506700783
2023-01-05,80918.68216390102
2023-01-06,82063.70350622188
2023-01-07,82729.07656131547
2023-01-08,86414.85429821181
2023-01-09,88316.7624584515
2023-01-10,88748.7591719423
2023-01-11,91421.47992981029
2023-01-12,93288.41213764658
2023-01-13,95402.4582079997
2023-01-14,100435.09047009483
2023-01-15,99308.80681889519
2023-01-16,98511.280120849
2023-01-17,98657.26054724093
2023-01-18,93798.52389883964
2023-01-19,96075.70111125089
2023-01-20,101881.1097780851
2023-01-21,99594.56434365218
2023-01-22,99974.48332699544
2023-01-23,101470.94091429461
2023-01-24,98914.77587193124
2023-01-25,101527.72119264728
2023-01-26,100512.37060708634
2023-01-27,101628.40574830488
2023-01-28,101379.9174115279
2023-01-29,105917.10207540286
2023-01-30,102078.23861413906
2023-01-31,106217.11474296577
2023-02-01,109336.21004402603
2023-02-02,107096.88195325086
2023-02-03,108527.92802284901
2023-02-04,108659.62257610908
2023-02-05,106617.93307506699
2023-02-06,105198.87104156312
2023-02-07,108803.61263857555
2023-02-08,106846.8323390634
2023-02-09,98915.90534688329
2023-02-10,98964.27990148388
2023-02-11,100239.07126558297
2023-02-12,100130.20139486797
2023-02-13,96738.65748269303
2023-02-14,99221.52752318558
2023-02-15,106469.8895262317
2023-02-16,101767.05190613557
2023-02-17,104618.12003506228
2023-02-18,105309.51173371315
2023-02-19,103315.2601652003
2023-02-20,103860.88716318192
2023-02-21,101628.87437756483
2023-02-22,102090.24194282109
2023-02-23,100999.63778921189
2023-02-24,97950.89271946617
2023-02-25,98382.19795536649
2023-02-26,100393.92237232719
2023-02-27,98796.01894215983
