datetime,RENDERUSDT,XLMUSDT,TIAUSDT,HBARUSDT,ETCUSDT,ADAUSDT,ENAUSDT,LINKUSDT,WLDUSDT,XRPUSDT,ATOMUSDT,BONKUSDT,ICPUSDT,BNBUSDT,NEXOUSDT,SOLUSDT,SEIUSDT,POLUSDT,FETUSDT,STXUSDT,OPUSDT,KAIAUSDT,NEARUSDT,LTCUSDT,SUIUSDT,FILUSDT,ETHUSDT,AAVEUSDT,JUPUSDT,ARBUSDT,ONDOUSDT,BCHUSDT,INJUSDT,DOTUSDT,UNIUSDT,TRUMPUSDT,SUSDT,TAOUSDT,AVAXUSDT,VIRTUALUSDT,DOGEUSDT,SHIBUSDT,QNTUSDT,PEPEUSDT,TONUSDT,VETUSDT,ALGOUSDT,BTCUSDT,APTUSDT
2022-06-27,0.004158010148663677,-0.010025146619378818,,0.018746042821055412,-0.007819588716630209,-0.008816048899240625,,-0.02264247674975989,,-0.015430240216609666,-0.035357218328236684,,0.003466207976486329,-0.0004276245521652586,0.02267670867102972,-0.02233439005288962,,,-0.0012143292324019422,0.09281329960573771,-0.00371747640013242,,-0.014075388397798743,-0.013337087531537865,,-0.006896579059060329,-0.004417862684769171,0.0,,,,-0.01247788025544294,-0.005179441841548861,-0.012837146760680719,-0.04941535956335032,,,,-0.020999491250152096,,-0.01102547001170771,0.00906624523775326,-0.048222143705423305,,,0.01228013794659137,-0.0030156838295002887,-0.014146025460121855,
2022-06-28,0.23058467700889793,-0.04113690556048949,,-0.060356800540897496,-0.07002860436048348,-0.03392995632836541,,-0.035745841488394416,,-0.04688358589885038,-0.05821749556387602,,-0.05147542716284683,-0.029956657252171965,-0.07445297819474979,-0.08587919458734312,,,-0.07832284281538399,-0.05849620668160861,-0.01500966265056529,,-0.09005522286182194,-0.058612683641950415,,-0.04783905951946303,-0.041485731193213714,-0.08604030110004429,,,,-0.07638721477458064,-0.04397979411653453,-0.05715841383994864,-0.0800427076735365,,,,-0.06412452816953867,,-0.0877171288967275,-0.10455859099576523,-0.015450951155719104,,,-0.04791585161818458,-0.057496026565824455,-0.022488841996465433,
2022-06-29,-0.03520900148248572,-0.03743752707213066,,-0.018377240001606746,-0.013694377689559606,-0.006840556815266342,,-0.014342875359404244,,-0.023685712277267904,0.008141157583699866,,-0.012832440069884474,-0.032246412395231634,-0.021156199967311738,-0.03746835974706055,,,0.007853443505570304,0.0675460422015266,0.09376232499361169,,0.003505700347628487,0.01880461578834608,,-0.009115833408009382,-0.039073527621807665,-0.0033333364197582274,,,,0.012506175505229545,-0.01877989465159636,-0.039056567939113544,0.037890873711396496,,,,-0.018379798937089645,,0.051020942628441535,0.022784541853201765,-0.12124924363286953,,,-0.028573372444056114,-0.03549127182236068,-0.007834849739538354,
2022-06-30,-0.10233135771871311,0.01978481801576307,,-0.018721295608208857,-0.014550521261699888,-0.013605652055778709,,0.006400021845467505,,0.007556330347384234,0.022713067239233435,,-0.01299925454363971,-0.0004552697551889003,-0.04370443423472918,-0.008553362867765008,,,-0.027761201163495394,-0.07966740273387138,-0.0603019544299299,,-0.026896848241139845,0.002976192673046176,,-0.011049836186584935,-0.02689894218423035,-0.049625237286853544,,,,-0.013474698583360046,-0.020750944105038974,0.004258345682577025,-0.021761491781512748,,,,-0.04601156599390311,,-0.04589040474098809,0.01361888753480382,0.04394212185649876,,,0.0,0.04218665790534573,-0.009025345538186133,
2022-07-01,-0.07658304075362712,-0.019784818015763123,,-0.02875597498730392,-0.02495913711220507,-0.02465456156394047,,-0.03077165866675366,,-0.05636166453479304,0.06643566362104288,,-0.020775062574964295,-0.012371291802546829,-0.03496859783774662,-0.0276293851435287,,,-0.009427679255559195,-0.05515182007507998,-0.03157179587581366,,0.004185357380193107,-0.050472484866980534,,-0.009302392662313674,-0.010587969793218431,-0.010582109330536972,,,,-0.016610054565620366,-0.044525079041411814,-0.04490254662071219,-0.028399474521697887,,,,-0.05256419860535825,,0.0,-0.03140591773753378,-0.018868484304382805,,,-0.022652534228249498,-0.026075837632647394,-0.03378067520510561,
2022-07-02,0.04391923393483558,-0.013717636228799195,,0.025601398238788226,0.00884058801012297,0.01591897423745815,,0.022765210773012426,,0.0054011251238112274,-0.002475248788542877,,0.0,0.006433845723069494,0.012378584232639753,0.015710292906318486,,,0.030648634738444584,-0.005167970158442561,-0.00947874395454377,,-0.012004946096823375,-0.012581255003011433,,-0.00187090793581162,0.006846185649962798,0.02624822607493641,,,,0.049024713249902145,0.005884842540245358,0.01178216869826017,0.012270092591814183,,,,0.01294316990389133,,0.0034557918848743692,0.0039801047566267265,0.060960699789687066,,,0.004034975212179082,0.0032562711937752136,-0.001400891578015631,
2022-07-03,-0.0019550348358033506,0.004593485339190115,,-0.014320053774748445,0.002704531736419073,0.000438596498258871,,0.0,,0.018521954705955048,0.002475248788542752,,0.0,0.004114291517962104,0.0243067522241615,0.0008988764650172506,,,-0.02794593039055945,-0.005194816877104023,-0.005730674708984983,,0.003315752849443928,0.007881814202253595,,-0.00751883241402734,0.006771708102821149,-0.0034602110648956196,,,,-0.008478618855552119,0.01580074453134367,0.0029239786914350605,-0.002034588697787463,,,,0.019406309444079083,,0.00806696935190601,-0.003980104756626698,-0.0017937224540267663,,,0.009795269769866458,0.0064809040840831415,0.003267942871976135,
2022-07-04,0.02702867238791942,0.019964365442473986,,0.01904819497069463,0.03906488113987602,0.02895621493066288,,0.03320463149843994,,0.022147936992499697,0.0784249692991228,,0.06465778883405691,0.054595318452428446,0.04854509616183379,0.09479274355317974,,,0.03838988955164268,0.02316705928153438,0.07026919584655636,,0.05787705080045832,0.025386500423732566,,0.04609110720026709,0.06899907728999789,0.08946359603311348,,,,0.022451831768970663,0.027666532718138643,0.0456570023373951,0.08582261910148585,,,,0.07350719112033181,,0.03177659555972896,0.04293342290860115,0.08596355113221414,,,0.03268977065284725,0.031789072176547535,0.04657331482099153,
2022-07-05,-0.042808092491884525,-0.030098031157279413,,-0.03032953943473438,-0.030994897868484552,-0.026766113310618796,,-0.01883886169640624,,-0.010705102996518213,0.01924224622239487,,-0.014414664002184654,-0.003028338892344175,-0.016474837203505097,-0.03633737736901421,,,-0.03434948001463768,0.015151805020602246,-0.06644509940815287,,-0.03703055437082239,-0.05022632698988324,,-0.010869672236903768,-0.01620355136469359,-0.03877707148171493,,,,-0.037704749024239446,0.003205130948948331,-0.047117922977069966,-0.009389740349839032,,,,0.006119629668441427,,-0.032520809332263624,-0.013461741750898357,-0.013267192944049022,,,-0.02738706269054138,-0.03761999248734071,-0.0030129284649952903,
2022-07-06,0.02163309535542585,0.01287966286366102,,0.01288262583101361,0.01923774088244077,0.01131184565648113,,0.004743091896012853,,0.021898685307637524,-0.002244669853823862,,0.021544818986776005,0.033236975029871184,0.056512210263342404,0.04528658963824995,,,0.014676714415932934,-0.002509411605425807,0.037457562534900415,,0.03133415617043566,0.01279505660458672,,0.012669852741051686,0.046639213828519155,0.03719102832608013,,,,0.017143276986437656,0.02215280464113328,0.0130720815673527,0.009389740349838917,,,,0.06130951984232717,,0.018879616814652667,0.013461741750898332,0.03445787992368797,,,0.038050418156289505,0.009699397088713578,0.019081421173606727,
